"method","type","param","cluster","dim.x","mean","sd","lower","upper","width","dim.y","true","bias","rmse"
"integrated","sigma","sigma[1,2]",1,2,0.789022114672735,0.2085034013629,0.460763843457499,1.29772253638497,0.836958692927467,4,1,-0.210977885327265,0.296623223091287
"integrated","sigma","sigma[1,3]",1,3,0.86656155401783,0.162862000834382,0.585631638645923,1.22315308884875,0.637521450202832,1,1,-0.13343844598217,0.210546551104298
"integrated","sigma","sigma[1,3]",1,3,0.86656155401783,0.162862000834382,0.585631638645923,1.22315308884875,0.637521450202832,2,1,-0.13343844598217,0.210546551104298
"integrated","sigma","sigma[1,3]",1,3,0.86656155401783,0.162862000834382,0.585631638645923,1.22315308884875,0.637521450202832,3,1,-0.13343844598217,0.210546551104298
"integrated","sigma","sigma[1,3]",1,3,0.86656155401783,0.162862000834382,0.585631638645923,1.22315308884875,0.637521450202832,4,1,-0.13343844598217,0.210546551104298
"integrated","sigma","sigma[1,4]",1,4,1.18104652721692,0.203411398492545,0.856486037318835,1.61406575950561,0.757579722186775,1,1,0.18104652721692,0.272312397907256
"integrated","sigma","sigma[1,4]",1,4,1.18104652721692,0.203411398492545,0.856486037318835,1.61406575950561,0.757579722186775,2,1,0.18104652721692,0.272312397907256
"integrated","sigma","sigma[1,4]",1,4,1.18104652721692,0.203411398492545,0.856486037318835,1.61406575950561,0.757579722186775,3,1,0.18104652721692,0.272312397907256
"integrated","sigma","sigma[1,4]",1,4,1.18104652721692,0.203411398492545,0.856486037318835,1.61406575950561,0.757579722186775,4,1,0.18104652721692,0.272312397907256
"integrated","sigma","sigma[2,1]",2,1,0.956204265126778,0.330561890671569,0.461338388899648,1.75185020179343,1.29051181289378,1,1.5,-0.543795734873222,0.636384290213601
"integrated","sigma","sigma[2,1]",2,1,0.956204265126778,0.330561890671569,0.461338388899648,1.75185020179343,1.29051181289378,2,1.5,-0.543795734873222,0.636384290213601
"integrated","sigma","sigma[2,1]",2,1,0.956204265126778,0.330561890671569,0.461338388899648,1.75185020179343,1.29051181289378,3,1.5,-0.543795734873222,0.636384290213601
"integrated","sigma","sigma[2,1]",2,1,0.956204265126778,0.330561890671569,0.461338388899648,1.75185020179343,1.29051181289378,4,1.5,-0.543795734873222,0.636384290213601
"integrated","sigma","sigma[2,2]",2,2,1.07077448120884,0.345280995768908,0.494787897256389,1.81462132474387,1.31983342748748,1,1.5,-0.429225518791158,0.550866147099917
"integrated","sigma","sigma[2,2]",2,2,1.07077448120884,0.345280995768908,0.494787897256389,1.81462132474387,1.31983342748748,2,1.5,-0.429225518791158,0.550866147099917
"integrated","sigma","sigma[2,2]",2,2,1.07077448120884,0.345280995768908,0.494787897256389,1.81462132474387,1.31983342748748,3,1.5,-0.429225518791158,0.550866147099917
"integrated","sigma","sigma[2,2]",2,2,1.07077448120884,0.345280995768908,0.494787897256389,1.81462132474387,1.31983342748748,4,1.5,-0.429225518791158,0.550866147099917
"integrated","sigma","sigma[2,3]",2,3,1.56555374979927,0.429765384713555,0.836594527443675,2.58035883753712,1.74376431009344,1,1.5,0.0655537497992658,0.434736218885354
"integrated","sigma","sigma[2,3]",2,3,1.56555374979927,0.429765384713555,0.836594527443675,2.58035883753712,1.74376431009344,2,1.5,0.0655537497992658,0.434736218885354
"integrated","sigma","sigma[2,3]",2,3,1.56555374979927,0.429765384713555,0.836594527443675,2.58035883753712,1.74376431009344,3,1.5,0.0655537497992658,0.434736218885354
"integrated","sigma","sigma[2,3]",2,3,1.56555374979927,0.429765384713555,0.836594527443675,2.58035883753712,1.74376431009344,4,1.5,0.0655537497992658,0.434736218885354
"integrated","sigma","sigma[2,4]",2,4,1.74725900910405,0.455918865157613,1.02999696099636,2.77734209522337,1.74734513422701,1,1.5,0.247259009104051,0.518651163297378
"integrated","sigma","sigma[2,4]",2,4,1.74725900910405,0.455918865157613,1.02999696099636,2.77734209522337,1.74734513422701,2,1.5,0.247259009104051,0.518651163297378
"integrated","sigma","sigma[2,4]",2,4,1.74725900910405,0.455918865157613,1.02999696099636,2.77734209522337,1.74734513422701,3,1.5,0.247259009104051,0.518651163297378
"integrated","sigma","sigma[2,4]",2,4,1.74725900910405,0.455918865157613,1.02999696099636,2.77734209522337,1.74734513422701,4,1.5,0.247259009104051,0.518651163297378
"integrated","sigma","sigma[3,1]",3,1,0.933425148683712,0.240704268657341,0.57880637722169,1.48905634304655,0.910249965824858,1,1,-0.0665748513162878,0.249741377784402
"integrated","sigma","sigma[3,1]",3,1,0.933425148683712,0.240704268657341,0.57880637722169,1.48905634304655,0.910249965824858,2,2,-1.06657485131629,1.09339858167561
"integrated","sigma","sigma[3,1]",3,1,0.933425148683712,0.240704268657341,0.57880637722169,1.48905634304655,0.910249965824858,3,1,-0.0665748513162878,0.249741377784402
"integrated","sigma","sigma[3,1]",3,1,0.933425148683712,0.240704268657341,0.57880637722169,1.48905634304655,0.910249965824858,4,2,-1.06657485131629,1.09339858167561
"integrated","sigma","sigma[3,2]",3,2,1.78773006881651,0.481373714552458,1.11106568917453,2.94801686669486,1.83695117752033,1,1,0.787730068816508,0.92316808565921
"integrated","sigma","sigma[3,2]",3,2,1.78773006881651,0.481373714552458,1.11106568917453,2.94801686669486,1.83695117752033,2,2,-0.212269931183492,0.526098067613516
"integrated","sigma","sigma[3,2]",3,2,1.78773006881651,0.481373714552458,1.11106568917453,2.94801686669486,1.83695117752033,3,1,0.787730068816508,0.92316808565921
"integrated","sigma","sigma[3,2]",3,2,1.78773006881651,0.481373714552458,1.11106568917453,2.94801686669486,1.83695117752033,4,2,-0.212269931183492,0.526098067613516
"integrated","sigma","sigma[3,3]",3,3,1.10396701538858,0.295590045753092,0.657887297634276,1.81869786121141,1.16081056357713,1,1,0.103967015388583,0.31334105290741
"integrated","sigma","sigma[3,3]",3,3,1.10396701538858,0.295590045753092,0.657887297634276,1.81869786121141,1.16081056357713,2,2,-0.896032984611417,0.943529853613525
"integrated","sigma","sigma[3,3]",3,3,1.10396701538858,0.295590045753092,0.657887297634276,1.81869786121141,1.16081056357713,3,1,0.103967015388583,0.31334105290741
"integrated","sigma","sigma[3,3]",3,3,1.10396701538858,0.295590045753092,0.657887297634276,1.81869786121141,1.16081056357713,4,2,-0.896032984611417,0.943529853613525
"integrated","sigma","sigma[3,4]",3,4,1.76047199213758,0.454757777193811,1.1061968853845,2.84225118644149,1.73605430105698,1,1,0.760471992137576,0.886071265048105
"integrated","sigma","sigma[3,4]",3,4,1.76047199213758,0.454757777193811,1.1061968853845,2.84225118644149,1.73605430105698,2,2,-0.239528007862424,0.513982784214411
"integrated","sigma","sigma[3,4]",3,4,1.76047199213758,0.454757777193811,1.1061968853845,2.84225118644149,1.73605430105698,3,1,0.760471992137576,0.886071265048105
"integrated","sigma","sigma[3,4]",3,4,1.76047199213758,0.454757777193811,1.1061968853845,2.84225118644149,1.73605430105698,4,2,-0.239528007862424,0.513982784214411
"survival_only","p","p",NA,NA,0.584954496317234,0.0295154028595989,0.528954267047955,0.641729628427612,0.112775361379657,NA,NA,NA,NA
"survival_only","phi","phi[1]",1,NA,0.870176546901552,0.0716549195054033,0.728519723695943,0.990801739693299,0.262282015997356,NA,0.8,0.0701765469015524,0.10029543969868
"survival_only","phi","phi[2]",2,NA,0.719321624501871,0.0674820247301764,0.576323825600055,0.833270795576858,0.256946969976803,NA,0.6,0.119321624501871,0.13708199639431
"survival_only","phi","phi[3]",3,NA,0.534140122342291,0.0778602089686716,0.381988889433774,0.670021357405319,0.288032467971545,NA,0.5,0.0341401223422915,0.0850162342978789
